tile,timestep,date,save_path,filename
T10SDH,7998,2022-01-12,HLSS30.020/,HLS.S30.T10SDH.2022012T190739.v2.0
T10SDH,7999,2022-01-22,HLSS30.020/,HLS.S30.T10SDH.2022022T190659.v2.0
T10SDH,8000,2022-01-27,HLSS30.020/,HLS.S30.T10SDH.2022027T190641.v2.0
T10SDH,8001,2022-02-01,HLSS30.020/,HLS.S30.T10SDH.2022032T190609.v2.0
T10SDH,8002,2022-02-11,HLSS30.020/,HLS.S30.T10SDH.2022042T190519.v2.0
T10SDH,8003,2022-02-16,HLSS30.020/,HLS.S30.T10SDH.2022047T190451.v2.0
T10SDH,8004,2022-02-21,HLSS30.020/,HLS.S30.T10SDH.2022052T190409.v2.0
T10SDH,8005,2022-03-08,HLSS30.020/,HLS.S30.T10SDH.2022067T190231.v2.0
T10SDJ,7648,2022-01-12,HLSS30.020/,HLS.S30.T10SDJ.2022012T190739.v2.0
T10SDJ,7649,2022-01-22,HLSS30.020/,HLS.S30.T10SDJ.2022022T190659.v2.0
T10SDJ,7650,2022-01-27,HLSS30.020/,HLS.S30.T10SDJ.2022027T190641.v2.0
T10SDJ,7651,2022-02-01,HLSS30.020/,HLS.S30.T10SDJ.2022032T190609.v2.0
T10SDJ,7652,2022-02-11,HLSS30.020/,HLS.S30.T10SDJ.2022042T190519.v2.0
T10SDJ,7653,2022-02-16,HLSS30.020/,HLS.S30.T10SDJ.2022047T190451.v2.0
T10SDJ,7654,2022-03-08,HLSS30.020/,HLS.S30.T10SDJ.2022067T190231.v2.0
T10SDJ,7655,2022-03-18,HLSS30.020/,HLS.S30.T10SDJ.2022077T190121.v2.0
T10SDJ,7656,2022-03-23,HLSS30.020/,HLS.S30.T10SDJ.2022082T185939.v2.0
T10SDJ,7657,2022-04-02,HLSS30.020/,HLS.S30.T10SDJ.2022092T185929.v2.0
T10SDJ,7658,2022-04-07,HLSS30.020/,HLS.S30.T10SDJ.2022097T185921.v2.0
T10SDJ,7659,2022-04-17,HLSS30.020/,HLS.S30.T10SDJ.2022107T185921.v2.0
T10SDJ,7660,2022-04-27,HLSS30.020/,HLS.S30.T10SDJ.2022117T185921.v2.0
T10SDJ,7661,2022-05-17,HLSS30.020/,HLS.S30.T10SDJ.2022137T185921.v2.0
T10SDJ,7662,2022-05-22,HLSS30.020/,HLS.S30.T10SDJ.2022142T185919.v2.0
T10SDJ,7663,2022-06-06,HLSS30.020/,HLS.S30.T10SDJ.2022157T185921.v2.0
T10SDJ,7664,2022-06-21,HLSS30.020/,HLS.S30.T10SDJ.2022172T185919.v2.0
T10SDJ,7665,2022-07-01,HLSS30.020/,HLS.S30.T10SDJ.2022182T185919.v2.0
T10SDJ,7666,2022-07-11,HLSS30.020/,HLS.S30.T10SDJ.2022192T185919.v2.0
T10SDJ,7667,2022-07-16,HLSS30.020/,HLS.S30.T10SDJ.2022197T185931.v2.0
T10SDJ,7668,2022-08-05,HLSS30.020/,HLS.S30.T10SDJ.2022217T185931.v2.0
T10SDJ,7669,2022-08-10,HLSS30.020/,HLS.S30.T10SDJ.2022222T185919.v2.0
T10SDJ,7670,2022-08-15,HLSS30.020/,HLS.S30.T10SDJ.2022227T185931.v2.0
T10SDJ,7671,2022-08-20,HLSS30.020/,HLS.S30.T10SDJ.2022232T185919.v2.0
T10SDJ,7672,2022-09-04,HLSS30.020/,HLS.S30.T10SDJ.2022247T185931.v2.0
T10SDJ,7673,2022-09-09,HLSS30.020/,HLS.S30.T10SDJ.2022252T185929.v2.0
T10SDJ,7674,2022-09-24,HLSS30.020/,HLS.S30.T10SDJ.2022267T190131.v2.0
T10SDJ,7675,2022-09-29,HLSS30.020/,HLS.S30.T10SDJ.2022272T190159.v2.0
T10SDJ,7676,2022-10-19,HLSS30.020/,HLS.S30.T10SDJ.2022292T190419.v2.0
T10SDJ,7677,2022-10-24,HLSS30.020/,HLS.S30.T10SDJ.2022297T190451.v2.0
T10SDJ,7678,2022-11-03,HLSS30.020/,HLS.S30.T10SDJ.2022307T190551.v2.0
T10SDJ,7679,2022-11-13,HLSS30.020/,HLS.S30.T10SDJ.2022317T190641.v2.0
T10SDJ,7680,2022-11-18,HLSS30.020/,HLS.S30.T10SDJ.2022322T190659.v2.0
T10SDJ,7681,2022-11-23,HLSS30.020/,HLS.S30.T10SDJ.2022327T190721.v2.0
T10SDJ,7682,2022-12-13,HLSS30.020/,HLS.S30.T10SDJ.2022347T190811.v2.0
T10SDJ,7683,2022-12-18,HLSS30.020/,HLS.S30.T10SDJ.2022352T190809.v2.0
T10SEH,4649,2022-01-09,HLSS30.020/,HLS.S30.T10SEH.2022009T185749.v2.0
T10SEH,4650,2022-01-14,HLSS30.020/,HLS.S30.T10SEH.2022014T185731.v2.0
T10SEH,4651,2022-01-19,HLSS30.020/,HLS.S30.T10SEH.2022019T185709.v2.0
T10SEH,4652,2022-01-24,HLSS30.020/,HLS.S30.T10SEH.2022024T185651.v2.0
T10SEH,4653,2022-01-29,HLSS30.020/,HLS.S30.T10SEH.2022029T185629.v2.0
T10SEH,4654,2022-02-08,HLSS30.020/,HLS.S30.T10SEH.2022039T185529.v2.0
T10SEH,4655,2022-02-13,HLSS30.020/,HLS.S30.T10SEH.2022044T185501.v2.0
T10SEH,4656,2022-02-18,HLSS30.020/,HLS.S30.T10SEH.2022049T185429.v2.0
T10SEH,4657,2022-02-23,HLSS30.020/,HLS.S30.T10SEH.2022054T185401.v2.0
T10SEH,4658,2022-02-28,HLSS30.020/,HLS.S30.T10SEH.2022059T185319.v2.0
T10SEH,4659,2022-03-10,HLSS30.020/,HLS.S30.T10SEH.2022069T185109.v2.0
T10SEH,4660,2022-03-20,HLSS30.020/,HLS.S30.T10SEH.2022079T184959.v2.0
T10SEH,4661,2022-03-25,HLSS30.020/,HLS.S30.T10SEH.2022084T185021.v2.0
T10SEH,4662,2022-04-09,HLSS30.020/,HLS.S30.T10SEH.2022099T184919.v2.0
T10SEH,4663,2022-04-24,HLSS30.020/,HLS.S30.T10SEH.2022114T184921.v2.0
T10SEH,4664,2022-05-04,HLSS30.020/,HLS.S30.T10SEH.2022124T184921.v2.0
T10SEH,4665,2022-05-14,HLSS30.020/,HLS.S30.T10SEH.2022134T184921.v2.0
T10SEH,4666,2022-05-24,HLSS30.020/,HLS.S30.T10SEH.2022144T184921.v2.0
T10SEH,4667,2022-05-29,HLSS30.020/,HLS.S30.T10SEH.2022149T184919.v2.0
T10SEH,4668,2022-06-08,HLSS30.020/,HLS.S30.T10SEH.2022159T184919.v2.0
T10SEH,4669,2022-06-13,HLSS30.020/,HLS.S30.T10SEH.2022164T184931.v2.0
T10SEH,4670,2022-06-18,HLSS30.020/,HLS.S30.T10SEH.2022169T184919.v2.0
T10SEH,4671,2022-06-23,HLSS30.020/,HLS.S30.T10SEH.2022174T184931.v2.0
T10SEH,4672,2022-06-28,HLSS30.020/,HLS.S30.T10SEH.2022179T184919.v2.0
T10SEH,4673,2022-07-08,HLSS30.020/,HLS.S30.T10SEH.2022189T184919.v2.0
T10SEH,4674,2022-07-13,HLSS30.020/,HLS.S30.T10SEH.2022194T184931.v2.0
T10SEH,4675,2022-07-18,HLSS30.020/,HLS.S30.T10SEH.2022199T184919.v2.0
T10SEH,4676,2022-07-23,HLSS30.020/,HLS.S30.T10SEH.2022204T184931.v2.0
T10SEH,4677,2022-08-02,HLSS30.020/,HLS.S30.T10SEH.2022214T184931.v2.0
T10SEH,4678,2022-08-07,HLSS30.020/,HLS.S30.T10SEH.2022219T184919.v2.0
T10SEH,4679,2022-08-12,HLSS30.020/,HLS.S30.T10SEH.2022224T184931.v2.0
T10SEH,4680,2022-08-22,HLSS30.020/,HLS.S30.T10SEH.2022234T184931.v2.0
T10SEH,4681,2022-08-27,HLSS30.020/,HLS.S30.T10SEH.2022239T184919.v2.0
T10SEH,4682,2022-09-01,HLSS30.020/,HLS.S30.T10SEH.2022244T184931.v2.0
T10SEH,4683,2022-09-06,HLSS30.020/,HLS.S30.T10SEH.2022249T184919.v2.0
T10SEH,4684,2022-09-16,HLSS30.020/,HLS.S30.T10SEH.2022259T185019.v2.0
T10SEH,4685,2022-09-26,HLSS30.020/,HLS.S30.T10SEH.2022269T185129.v2.0
T10SEH,4686,2022-10-06,HLSS30.020/,HLS.S30.T10SEH.2022279T185239.v2.0
T10SEH,4687,2022-10-11,HLSS30.020/,HLS.S30.T10SEH.2022284T185321.v2.0
T10SEH,4688,2022-10-21,HLSS30.020/,HLS.S30.T10SEH.2022294T185421.v2.0
T10SEH,4689,2022-10-26,HLSS30.020/,HLS.S30.T10SEH.2022299T185449.v2.0
T10SEH,4690,2022-11-10,HLSS30.020/,HLS.S30.T10SEH.2022314T185621.v2.0
T10SEH,4691,2022-11-15,HLSS30.020/,HLS.S30.T10SEH.2022319T185639.v2.0
T10SEH,4692,2022-11-20,HLSS30.020/,HLS.S30.T10SEH.2022324T185701.v2.0
T10SEH,4693,2022-11-30,HLSS30.020/,HLS.S30.T10SEH.2022334T185741.v2.0
T10SEH,4694,2022-12-15,HLSS30.020/,HLS.S30.T10SEH.2022349T185809.v2.0
T10SEJ,5348,2022-01-09,HLSS30.020/,HLS.S30.T10SEJ.2022009T185749.v2.0
T10SEJ,5349,2022-01-14,HLSS30.020/,HLS.S30.T10SEJ.2022014T185731.v2.0
T10SEJ,5350,2022-01-19,HLSS30.020/,HLS.S30.T10SEJ.2022019T185709.v2.0
T10SEJ,5351,2022-01-29,HLSS30.020/,HLS.S30.T10SEJ.2022029T185629.v2.0
T10SEJ,5352,2022-02-08,HLSS30.020/,HLS.S30.T10SEJ.2022039T185529.v2.0
T10SEJ,5353,2022-02-13,HLSS30.020/,HLS.S30.T10SEJ.2022044T185501.v2.0
T10SEJ,5354,2022-02-18,HLSS30.020/,HLS.S30.T10SEJ.2022049T185429.v2.0
T10SEJ,5355,2022-02-23,HLSS30.020/,HLS.S30.T10SEJ.2022054T185401.v2.0
T10SEJ,5356,2022-02-28,HLSS30.020/,HLS.S30.T10SEJ.2022059T185319.v2.0
T10SEJ,5357,2022-03-10,HLSS30.020/,HLS.S30.T10SEJ.2022069T185109.v2.0
T10SEJ,5358,2022-03-20,HLSS30.020/,HLS.S30.T10SEJ.2022079T184959.v2.0
T10SEJ,5359,2022-03-25,HLSS30.020/,HLS.S30.T10SEJ.2022084T185021.v2.0
T10SEJ,5360,2022-04-09,HLSS30.020/,HLS.S30.T10SEJ.2022099T184919.v2.0
T10SEJ,5361,2022-04-24,HLSS30.020/,HLS.S30.T10SEJ.2022114T184921.v2.0
T10SEJ,5362,2022-04-29,HLSS30.020/,HLS.S30.T10SEJ.2022119T184909.v2.0
T10SEJ,5363,2022-05-04,HLSS30.020/,HLS.S30.T10SEJ.2022124T184921.v2.0
T10SEJ,5364,2022-05-14,HLSS30.020/,HLS.S30.T10SEJ.2022134T184921.v2.0
T10SEJ,5365,2022-05-19,HLSS30.020/,HLS.S30.T10SEJ.2022139T184919.v2.0
T10SEJ,5366,2022-05-24,HLSS30.020/,HLS.S30.T10SEJ.2022144T184921.v2.0
T10SEJ,5367,2022-05-29,HLSS30.020/,HLS.S30.T10SEJ.2022149T184919.v2.0
T10SEJ,5368,2022-06-13,HLSS30.020/,HLS.S30.T10SEJ.2022164T184931.v2.0
T10SEJ,5369,2022-06-23,HLSS30.020/,HLS.S30.T10SEJ.2022174T184931.v2.0
T10SEJ,5370,2022-06-28,HLSS30.020/,HLS.S30.T10SEJ.2022179T184919.v2.0
T10SEJ,5371,2022-07-08,HLSS30.020/,HLS.S30.T10SEJ.2022189T184919.v2.0
T10SEJ,5372,2022-07-13,HLSS30.020/,HLS.S30.T10SEJ.2022194T184931.v2.0
T10SEJ,5373,2022-07-18,HLSS30.020/,HLS.S30.T10SEJ.2022199T184919.v2.0
T10SEJ,5374,2022-07-23,HLSS30.020/,HLS.S30.T10SEJ.2022204T184931.v2.0
T10SEJ,5375,2022-07-28,HLSS30.020/,HLS.S30.T10SEJ.2022209T184919.v2.0
T10SEJ,5376,2022-08-02,HLSS30.020/,HLS.S30.T10SEJ.2022214T184931.v2.0
T10SEJ,5377,2022-08-07,HLSS30.020/,HLS.S30.T10SEJ.2022219T184919.v2.0
T10SEJ,5378,2022-08-12,HLSS30.020/,HLS.S30.T10SEJ.2022224T184931.v2.0
T10SEJ,5379,2022-08-22,HLSS30.020/,HLS.S30.T10SEJ.2022234T184931.v2.0
T10SEJ,5380,2022-08-27,HLSS30.020/,HLS.S30.T10SEJ.2022239T184919.v2.0
T10SEJ,5381,2022-09-01,HLSS30.020/,HLS.S30.T10SEJ.2022244T184931.v2.0
T10SEJ,5382,2022-09-06,HLSS30.020/,HLS.S30.T10SEJ.2022249T184919.v2.0
T10SFF,4892,2022-01-09,HLSS30.020/,HLS.S30.T10SFF.2022009T185749.v2.0
T10SFF,4893,2022-01-19,HLSS30.020/,HLS.S30.T10SFF.2022019T185709.v2.0
T10SFF,4894,2022-01-24,HLSS30.020/,HLS.S30.T10SFF.2022024T185651.v2.0
T10SFF,4895,2022-02-03,HLSS30.020/,HLS.S30.T10SFF.2022034T185601.v2.0
T10SFF,4896,2022-02-08,HLSS30.020/,HLS.S30.T10SFF.2022039T185529.v2.0
T10SFF,4897,2022-02-13,HLSS30.020/,HLS.S30.T10SFF.2022044T185501.v2.0
T10SFF,4898,2022-02-18,HLSS30.020/,HLS.S30.T10SFF.2022049T185429.v2.0
T10SFF,4899,2022-02-23,HLSS30.020/,HLS.S30.T10SFF.2022054T185401.v2.0
T10SFF,4900,2022-02-28,HLSS30.020/,HLS.S30.T10SFF.2022059T185319.v2.0
T10SFF,4901,2022-03-10,HLSS30.020/,HLS.S30.T10SFF.2022069T185109.v2.0
T10SFF,4902,2022-03-20,HLSS30.020/,HLS.S30.T10SFF.2022079T184959.v2.0
T10SFF,4903,2022-03-25,HLSS30.020/,HLS.S30.T10SFF.2022084T185021.v2.0
T10SFF,4904,2022-04-04,HLSS30.020/,HLS.S30.T10SFF.2022094T184921.v2.0
T10SFF,4905,2022-04-09,HLSS30.020/,HLS.S30.T10SFF.2022099T184919.v2.0
T10SFF,4906,2022-04-24,HLSS30.020/,HLS.S30.T10SFF.2022114T184921.v2.0
T10SFF,4907,2022-04-29,HLSS30.020/,HLS.S30.T10SFF.2022119T184909.v2.0
T10SFF,4908,2022-05-04,HLSS30.020/,HLS.S30.T10SFF.2022124T184921.v2.0
T10SFF,4909,2022-05-14,HLSS30.020/,HLS.S30.T10SFF.2022134T184921.v2.0
T10SFF,4910,2022-05-19,HLSS30.020/,HLS.S30.T10SFF.2022139T184919.v2.0
T10SFF,4911,2022-05-24,HLSS30.020/,HLS.S30.T10SFF.2022144T184921.v2.0
T10SFF,4912,2022-05-29,HLSS30.020/,HLS.S30.T10SFF.2022149T184919.v2.0
T10SFF,4913,2022-06-13,HLSS30.020/,HLS.S30.T10SFF.2022164T184931.v2.0
T10SFF,4914,2022-06-23,HLSS30.020/,HLS.S30.T10SFF.2022174T184931.v2.0
T10SFF,4915,2022-06-28,HLSS30.020/,HLS.S30.T10SFF.2022179T184919.v2.0
T10SFF,4916,2022-07-03,HLSS30.020/,HLS.S30.T10SFF.2022184T184931.v2.0
T10SFF,4917,2022-07-08,HLSS30.020/,HLS.S30.T10SFF.2022189T184919.v2.0
T10SFF,4918,2022-07-13,HLSS30.020/,HLS.S30.T10SFF.2022194T184931.v2.0
T10SFF,4919,2022-07-18,HLSS30.020/,HLS.S30.T10SFF.2022199T184919.v2.0
T10SFF,4920,2022-07-23,HLSS30.020/,HLS.S30.T10SFF.2022204T184931.v2.0
T10SFF,4921,2022-08-07,HLSS30.020/,HLS.S30.T10SFF.2022219T184919.v2.0
T10SFF,4922,2022-08-12,HLSS30.020/,HLS.S30.T10SFF.2022224T184931.v2.0
T10SFF,4923,2022-08-22,HLSS30.020/,HLS.S30.T10SFF.2022234T184931.v2.0
T10SFF,4924,2022-08-27,HLSS30.020/,HLS.S30.T10SFF.2022239T184919.v2.0
T10SFF,4925,2022-09-01,HLSS30.020/,HLS.S30.T10SFF.2022244T184931.v2.0
T10SFF,4926,2022-09-06,HLSS30.020/,HLS.S30.T10SFF.2022249T184919.v2.0
T10SFF,4927,2022-09-16,HLSS30.020/,HLS.S30.T10SFF.2022259T185019.v2.0
T10SFG,4859,2022-03-20,HLSS30.020/,HLS.S30.T10SFG.2022079T184959.v2.0
T10SFG,4860,2022-04-24,HLSS30.020/,HLS.S30.T10SFG.2022114T184921.v2.0
T10SFG,4861,2022-04-29,HLSS30.020/,HLS.S30.T10SFG.2022119T184909.v2.0
T10SFG,4862,2022-05-04,HLSS30.020/,HLS.S30.T10SFG.2022124T184921.v2.0
T10SFG,4863,2022-05-14,HLSS30.020/,HLS.S30.T10SFG.2022134T184921.v2.0
T10SFG,4864,2022-05-19,HLSS30.020/,HLS.S30.T10SFG.2022139T184919.v2.0
T10SFH,2619,2022-03-20,HLSS30.020/,HLS.S30.T10SFH.2022079T184959.v2.0
T10SFH,2620,2022-04-09,HLSS30.020/,HLS.S30.T10SFH.2022099T184919.v2.0
T10SFH,2621,2022-04-24,HLSS30.020/,HLS.S30.T10SFH.2022114T184921.v2.0
T10SFH,2622,2022-06-13,HLSS30.020/,HLS.S30.T10SFH.2022164T184931.v2.0
T10SFH,2623,2022-08-12,HLSS30.020/,HLS.S30.T10SFH.2022224T184931.v2.0
T10SFH,2624,2022-10-21,HLSS30.020/,HLS.S30.T10SFH.2022294T185421.v2.0
T10SFJ,7484,2022-05-04,HLSS30.020/,HLS.S30.T10SFJ.2022124T184921.v2.0
T10SFJ,7485,2022-05-14,HLSS30.020/,HLS.S30.T10SFJ.2022134T184921.v2.0
T10SFJ,7486,2022-06-08,HLSS30.020/,HLS.S30.T10SFJ.2022159T184919.v2.0
T10SFJ,7487,2022-07-13,HLSS30.020/,HLS.S30.T10SFJ.2022194T184931.v2.0
T10SGE,7905,2022-02-25,HLSS30.020/,HLS.S30.T10SGE.2022056T184339.v2.0
T10SGE,7906,2022-06-05,HLSS30.020/,HLS.S30.T10SGE.2022156T183919.v2.0
T10SGE,7907,2022-06-10,HLSS30.020/,HLS.S30.T10SGE.2022161T183931.v2.0
T10SGE,7908,2022-06-30,HLSS30.020/,HLS.S30.T10SGE.2022181T183931.v2.0
T10SGE,7909,2022-07-20,HLSS30.020/,HLS.S30.T10SGE.2022201T183931.v2.0
T10SGE,7910,2022-07-25,HLSS30.020/,HLS.S30.T10SGE.2022206T183929.v2.0
T10SGF,2292,2022-01-26,HLSS30.020/,HLS.S30.T10SGF.2022026T184639.v2.0
T10SGF,2293,2022-02-10,HLSS30.020/,HLS.S30.T10SGF.2022041T184521.v2.0
T10SGF,2294,2022-02-25,HLSS30.020/,HLS.S30.T10SGF.2022056T184339.v2.0
T10SGG,2573,2022-01-11,HLSS30.020/,HLS.S30.T10SGG.2022011T184741.v2.0
T10SGG,2574,2022-01-26,HLSS30.020/,HLS.S30.T10SGG.2022026T184639.v2.0
T10SGG,2575,2022-02-10,HLSS30.020/,HLS.S30.T10SGG.2022041T184521.v2.0
T10SGG,2576,2022-02-25,HLSS30.020/,HLS.S30.T10SGG.2022056T184339.v2.0
T10TDK,7532,2022-01-12,HLSS30.020/,HLS.S30.T10TDK.2022012T190739.v2.0
T10TDK,7533,2022-01-17,HLSS30.020/,HLS.S30.T10TDK.2022017T190731.v2.0
T10TDK,7534,2022-01-22,HLSS30.020/,HLS.S30.T10TDK.2022022T190659.v2.0
T10TDK,7535,2022-01-27,HLSS30.020/,HLS.S30.T10TDK.2022027T190641.v2.0
T10TDK,7536,2022-02-01,HLSS30.020/,HLS.S30.T10TDK.2022032T190609.v2.0
T10TDK,7537,2022-02-06,HLSS30.020/,HLS.S30.T10TDK.2022037T190551.v2.0
T10TDK,7538,2022-02-11,HLSS30.020/,HLS.S30.T10TDK.2022042T190519.v2.0
T10TDK,7539,2022-02-16,HLSS30.020/,HLS.S30.T10TDK.2022047T190451.v2.0
T10TDK,7540,2022-03-08,HLSS30.020/,HLS.S30.T10TDK.2022067T190231.v2.0
T10TDM,8166,2022-05-22,HLSS30.020/,HLS.S30.T10TDM.2022142T185919.v2.0
T10TDM,8167,2022-07-01,HLSS30.020/,HLS.S30.T10TDM.2022182T185919.v2.0
T10TDM,8168,2022-07-21,HLSS30.020/,HLS.S30.T10TDM.2022202T185919.v2.0
T10TDP,5817,2022-01-27,HLSS30.020/,HLS.S30.T10TDP.2022027T190641.v2.0
T10TDP,5818,2022-02-06,HLSS30.020/,HLS.S30.T10TDP.2022037T190551.v2.0
T10TDP,5819,2022-02-09,HLSS30.020/,HLS.S30.T10TDP.2022040T191531.v2.0
T10TDP,5820,2022-03-11,HLSS30.020/,HLS.S30.T10TDP.2022070T191211.v2.0
T10TDP,5821,2022-04-07,HLSS30.020/,HLS.S30.T10TDP.2022097T185921.v2.0
T10TDP,5822,2022-06-21,HLSS30.020/,HLS.S30.T10TDP.2022172T185919.v2.0
T10TDP,5823,2022-06-24,HLSS30.020/,HLS.S30.T10TDP.2022175T190919.v2.0
T10TDP,5824,2022-06-26,HLSS30.020/,HLS.S30.T10TDP.2022177T185931.v2.0
T10TDP,5825,2022-07-04,HLSS30.020/,HLS.S30.T10TDP.2022185T190919.v2.0
T10TDP,5826,2022-07-11,HLSS30.020/,HLS.S30.T10TDP.2022192T185919.v2.0
T10TDP,5827,2022-07-14,HLSS30.020/,HLS.S30.T10TDP.2022195T190919.v2.0
T10TDP,5828,2022-07-19,HLSS30.020/,HLS.S30.T10TDP.2022200T190931.v2.0
T10TDP,5829,2022-07-21,HLSS30.020/,HLS.S30.T10TDP.2022202T185919.v2.0
T10TDP,5830,2022-07-24,HLSS30.020/,HLS.S30.T10TDP.2022205T190919.v2.0
T10TDP,5831,2022-07-26,HLSS30.020/,HLS.S30.T10TDP.2022207T185931.v2.0
T10TDP,5832,2022-07-29,HLSS30.020/,HLS.S30.T10TDP.2022210T190921.v2.0
T10TDP,5833,2022-08-03,HLSS30.020/,HLS.S30.T10TDP.2022215T190919.v2.0
T10TDP,5834,2022-08-05,HLSS30.020/,HLS.S30.T10TDP.2022217T185931.v2.0
T10TDP,5835,2022-08-13,HLSS30.020/,HLS.S30.T10TDP.2022225T190919.v2.0
T10TDP,5836,2022-08-15,HLSS30.020/,HLS.S30.T10TDP.2022227T185931.v2.0
T10TDP,5837,2022-08-23,HLSS30.020/,HLS.S30.T10TDP.2022235T190919.v2.0
T10TDP,5838,2022-08-25,HLSS30.020/,HLS.S30.T10TDP.2022237T185931.v2.0
T10TDP,5839,2022-08-28,HLSS30.020/,HLS.S30.T10TDP.2022240T190931.v2.0
T10TDP,5840,2022-08-30,HLSS30.020/,HLS.S30.T10TDP.2022242T185919.v2.0
T10TDP,5841,2022-09-04,HLSS30.020/,HLS.S30.T10TDP.2022247T185931.v2.0
T10TDP,5842,2022-09-24,HLSS30.020/,HLS.S30.T10TDP.2022267T190131.v2.0
T10TDP,5843,2022-10-02,HLSS30.020/,HLS.S30.T10TDP.2022275T191219.v2.0
T10TDP,5844,2022-10-12,HLSS30.020/,HLS.S30.T10TDP.2022285T191329.v2.0
T10TDP,5845,2022-10-14,HLSS30.020/,HLS.S30.T10TDP.2022287T190341.v2.0
T10TDP,5846,2022-10-19,HLSS30.020/,HLS.S30.T10TDP.2022292T190419.v2.0
T10TDP,5847,2022-10-27,HLSS30.020/,HLS.S30.T10TDP.2022300T191511.v2.0
T10TDP,5848,2022-10-29,HLSS30.020/,HLS.S30.T10TDP.2022302T190519.v2.0
T10TDQ,6321,2022-01-25,HLSS30.020/,HLS.S30.T10TDQ.2022025T191649.v2.0
T10TDQ,6322,2022-06-24,HLSS30.020/,HLS.S30.T10TDQ.2022175T190919.v2.0
T10TDQ,6323,2022-07-09,HLSS30.020/,HLS.S30.T10TDQ.2022190T190931.v2.0
T10TDQ,6324,2022-07-14,HLSS30.020/,HLS.S30.T10TDQ.2022195T190919.v2.0
T10TDQ,6325,2022-07-19,HLSS30.020/,HLS.S30.T10TDQ.2022200T190931.v2.0
T10TDQ,6326,2022-07-24,HLSS30.020/,HLS.S30.T10TDQ.2022205T190919.v2.0
T10TDQ,6327,2022-07-29,HLSS30.020/,HLS.S30.T10TDQ.2022210T190921.v2.0
T10TDQ,6328,2022-08-03,HLSS30.020/,HLS.S30.T10TDQ.2022215T190919.v2.0
T10TDQ,6329,2022-08-23,HLSS30.020/,HLS.S30.T10TDQ.2022235T190919.v2.0
T10TDQ,6330,2022-08-28,HLSS30.020/,HLS.S30.T10TDQ.2022240T190931.v2.0
T10TDQ,6331,2022-09-02,HLSS30.020/,HLS.S30.T10TDQ.2022245T190919.v2.0
T10TDQ,6332,2022-10-12,HLSS30.020/,HLS.S30.T10TDQ.2022285T191329.v2.0
T10TDQ,6333,2022-10-27,HLSS30.020/,HLS.S30.T10TDQ.2022300T191511.v2.0
T10TDR,5592,2022-01-25,HLSS30.020/,HLS.S30.T10TDR.2022025T191649.v2.0
T10TDR,5593,2022-03-11,HLSS30.020/,HLS.S30.T10TDR.2022070T191211.v2.0
T10TDR,5594,2022-06-24,HLSS30.020/,HLS.S30.T10TDR.2022175T190919.v2.0
T10TDR,5595,2022-07-14,HLSS30.020/,HLS.S30.T10TDR.2022195T190919.v2.0
T10TDR,5596,2022-07-19,HLSS30.020/,HLS.S30.T10TDR.2022200T190931.v2.0
T10TDR,5597,2022-07-24,HLSS30.020/,HLS.S30.T10TDR.2022205T190919.v2.0
T10TDR,5598,2022-07-29,HLSS30.020/,HLS.S30.T10TDR.2022210T190921.v2.0
T10TDR,5599,2022-08-23,HLSS30.020/,HLS.S30.T10TDR.2022235T190919.v2.0
T10TDR,5600,2022-08-28,HLSS30.020/,HLS.S30.T10TDR.2022240T190931.v2.0
T10TDR,5601,2022-10-12,HLSS30.020/,HLS.S30.T10TDR.2022285T191329.v2.0
T10TDR,5602,2022-10-27,HLSS30.020/,HLS.S30.T10TDR.2022300T191511.v2.0
T10TDR,5603,2022-11-16,HLSS30.020/,HLS.S30.T10TDR.2022320T191701.v2.0
T10TDT,7635,2022-06-24,HLSS30.020/,HLS.S30.T10TDT.2022175T190919.v2.0
T10TDT,7636,2022-07-14,HLSS30.020/,HLS.S30.T10TDT.2022195T190919.v2.0
T10TDT,7637,2022-07-19,HLSS30.020/,HLS.S30.T10TDT.2022200T190931.v2.0
T10TDT,7638,2022-07-24,HLSS30.020/,HLS.S30.T10TDT.2022205T190919.v2.0
T10TDT,7639,2022-07-29,HLSS30.020/,HLS.S30.T10TDT.2022210T190921.v2.0
T10TDT,7640,2022-08-08,HLSS30.020/,HLS.S30.T10TDT.2022220T190931.v2.0
T10TDT,7641,2022-08-18,HLSS30.020/,HLS.S30.T10TDT.2022230T190931.v2.0
T10TDT,7642,2022-08-23,HLSS30.020/,HLS.S30.T10TDT.2022235T190919.v2.0
T10TDT,7643,2022-08-28,HLSS30.020/,HLS.S30.T10TDT.2022240T190931.v2.0
T10TDT,7644,2022-09-02,HLSS30.020/,HLS.S30.T10TDT.2022245T190919.v2.0
T10TDT,7645,2022-09-07,HLSS30.020/,HLS.S30.T10TDT.2022250T190941.v2.0
T10TDT,7646,2022-10-02,HLSS30.020/,HLS.S30.T10TDT.2022275T191219.v2.0
T10TDT,7647,2022-10-12,HLSS30.020/,HLS.S30.T10TDT.2022285T191329.v2.0
T10TEK,8677,2022-01-12,HLSS30.020/,HLS.S30.T10TEK.2022012T190739.v2.0
T10TEK,8678,2022-01-17,HLSS30.020/,HLS.S30.T10TEK.2022017T190731.v2.0
T10TEK,8679,2022-01-22,HLSS30.020/,HLS.S30.T10TEK.2022022T190659.v2.0
T10TEK,8680,2022-01-27,HLSS30.020/,HLS.S30.T10TEK.2022027T190641.v2.0
